order_id,order_date,planned_delivery,actual_delivery,release,client,region,destination,origin,cargo_type,transport_type,distance_km,weight_kg,revenue,cost_fuel,cost_driver,cost_warehouse,cost_tolls,cost_other,total_cost,profit,status,on_time,in_full,otif
LH-13739,2025-11-13,2025-11-16,2025-11-19,v1.5,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Фура,1174,3619.7,101509.52,47613.12,19496.83,2079.84,3074.05,15846.92,88110.76,13398.76,Доставлен,0,1,0
LH-13740,2025-11-13,2025-11-17,2025-11-17,v1.5,АО «СахалинСнаб»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Фура,1910,3335.7,176689.13,71096.3,13292.06,2368.34,4520.83,1196.76,92474.29,84214.84,Доставлен,1,0,0
LH-13741,2025-11-13,2025-11-15,2025-11-15,v1.5,ООО «АптекаПлюс»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Мебель,Фура,525,5026.8,47787.45,18965.32,8303.23,3176.66,1674.43,339.39,32459.03,15328.42,Доставлен,1,1,1
LH-13742,2025-11-14,2025-11-16,,v1.5,ООО «Модный Дом»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Газель,540,1368.8,0.0,0.0,0.0,1149.51,0.0,967.29,2116.8,-2116.8,Отменён,0,0,0
LH-13743,2025-11-14,2025-11-17,2025-11-21,v1.5,ООО «ПримТорг»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Фура,1255,6127.7,111459.72,52319.31,23593.82,2591.44,3276.99,23773.71,105555.27,5904.45,Доставлен,0,1,0
LH-13744,2025-11-14,2025-11-16,2025-11-16,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,355,17542.9,40875.95,12156.2,6752.55,10816.38,904.89,1069.65,31699.67,9176.28,Доставлен,1,1,1
LH-13745,2025-11-14,2025-11-17,2025-11-17,v1.5,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,1268,1959.9,106762.53,51487.57,9608.51,1435.54,2920.53,1451.56,66903.71,39858.82,Доставлен,1,1,1
LH-13746,2025-11-14,2025-11-16,2025-11-16,v1.5,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,434,4081.6,37704.04,15215.18,8122.47,2338.11,878.12,968.41,27522.29,10181.75,Доставлен,1,1,1
LH-13747,2025-11-14,2025-11-17,2025-11-17,v1.5,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,1091,1274.7,41104.89,15884.49,10646.4,864.22,2660.39,925.98,30981.48,10123.41,Доставлен,1,1,1
LH-13748,2025-11-14,2025-11-16,2025-11-16,v1.5,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,824,3462.4,71920.61,32260.2,6480.87,1742.84,2616.22,408.66,43508.79,28411.82,Доставлен,1,1,1
LH-13749,2025-11-14,2025-11-17,2025-11-17,v1.5,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Фура,1307,1595.6,128004.21,48790.87,12459.13,1134.81,3594.91,1088.66,67068.38,60935.83,Доставлен,1,1,1
LH-13750,2025-11-14,2025-11-17,2025-11-18,v1.5,АО «СахалинСнаб»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1323,929.9,54077.4,17832.85,13904.96,739.57,2576.48,4168.66,39222.52,14854.88,Доставлен,0,1,0
LH-13751,2025-11-14,2025-11-16,2025-11-19,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,347,10344.1,38232.23,13830.06,17729.16,4177.03,636.55,6372.16,42744.96,-4512.73,Доставлен,0,0,0
LH-13752,2025-11-14,2025-11-17,2025-11-17,v1.5,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1233,11777.6,97552.15,51098.67,12527.15,4561.81,2514.1,1049.24,71750.97,25801.18,Доставлен,1,1,1
LH-13753,2025-11-14,2025-11-18,2025-11-18,v1.5,ООО «АптекаПлюс»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1414,6783.0,112227.09,54759.17,13204.02,3857.03,3595.83,503.73,75919.78,36307.31,Доставлен,1,1,1
LH-13754,2025-11-15,2025-11-19,2025-11-19,v1.5,АО «ВостокМед»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Фура,1413,2757.4,132357.34,57152.65,13983.28,1774.57,2672.03,1288.65,76871.18,55486.16,Доставлен,1,0,0
LH-13755,2025-11-15,2025-11-20,2025-11-20,v1.5,АО «СахалинСнаб»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1933,11578.7,193380.12,81173.15,18610.45,5972.18,3579.58,1201.8,110537.16,82842.96,Доставлен,1,1,1
LH-13756,2025-11-15,2025-11-17,2025-11-17,v1.5,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,319,2323.6,30027.85,11154.01,7400.62,1789.68,965.4,1098.0,22407.71,7620.14,Доставлен,1,1,1
LH-13757,2025-11-15,2025-11-17,2025-11-17,v1.5,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,460,3438.4,50998.92,17434.66,7821.77,1819.04,936.26,710.76,28722.49,22276.43,Доставлен,1,1,1
LH-13758,2025-11-15,2025-11-19,2025-11-19,v1.5,ООО «ТехноДВ»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Одежда и обувь,Газель,1974,1249.5,71422.51,29494.69,15789.89,944.59,5909.11,668.3,52806.58,18615.93,Доставлен,1,1,1
LH-13759,2025-11-16,2025-11-20,2025-11-20,v1.5,ООО «МебельГрад»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1469,7140.5,142549.43,65966.2,14566.46,3109.67,2651.62,632.42,86926.37,55623.06,Доставлен,1,1,1
LH-13760,2025-11-16,2025-11-18,2025-11-18,v1.5,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,369,452.5,47855.41,14621.0,7777.62,573.05,827.63,803.8,24603.1,23252.31,Доставлен,1,1,1
LH-13761,2025-11-17,2025-11-19,2025-11-19,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,430,3967.1,40960.81,15475.19,6875.23,1887.19,795.94,1148.5,26182.05,14778.76,Доставлен,1,1,1
LH-13762,2025-11-17,2025-11-20,2025-11-20,v1.5,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1091,4094.0,109062.99,45576.33,12001.59,1904.66,2435.21,1334.75,63252.54,45810.45,Доставлен,1,1,1
LH-13763,2025-11-17,2025-11-21,2025-11-21,v1.5,ООО «ТехноДВ»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Фура,1548,4715.2,136063.4,53640.29,13482.66,3063.43,3395.71,1050.01,74632.1,61431.3,Доставлен,1,1,1
LH-13764,2025-11-17,2025-11-20,2025-11-20,v1.5,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1193,2542.9,107727.21,46171.72,11579.09,1505.78,3670.09,834.45,63761.13,43966.08,Доставлен,1,1,1
LH-13765,2025-11-17,2025-11-19,2025-11-19,v1.5,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,399,271.3,50466.79,16480.35,6844.96,518.75,1216.89,1402.02,26462.97,24003.82,Доставлен,1,1,1
LH-13766,2025-11-17,2025-11-21,2025-11-21,v1.5,ООО «Модный Дом»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Фура,1770,3914.0,148466.31,70931.18,16359.8,2732.86,4770.32,472.21,95266.37,53199.94,Доставлен,1,1,1
LH-13767,2025-11-17,2025-11-20,2025-11-20,v1.5,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,892,7571.0,83894.12,36344.37,9650.79,3060.32,2853.17,1419.93,53328.58,30565.54,Доставлен,1,1,1
LH-13768,2025-11-17,2025-11-20,2025-11-20,v1.5,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,971,2148.8,86041.04,35034.34,11103.56,1263.8,2855.34,1039.53,51296.57,34744.47,Доставлен,1,1,1
LH-13769,2025-11-17,2025-11-21,2025-11-25,v1.5,ИП Ковалёв,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1468,2217.0,120738.24,59415.66,30501.63,1447.66,3680.01,24578.95,119623.91,1114.33,Доставлен,0,1,0
LH-13770,2025-11-17,2025-11-20,2025-11-20,v1.5,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,830,10335.9,77369.63,28396.46,11205.76,5785.11,2443.65,432.96,48263.94,29105.69,Доставлен,1,1,1
LH-13771,2025-11-17,2025-11-20,2025-11-20,v1.5,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,1309,537.5,52729.22,18175.42,11774.96,655.1,3278.52,320.07,34204.07,18525.15,Доставлен,1,1,1
LH-13772,2025-11-17,2025-11-19,2025-11-20,v1.5,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,370,1003.0,16763.15,5108.04,11586.47,919.45,758.24,2288.02,20660.22,-3897.07,Доставлен,0,1,0
LH-13773,2025-11-18,2025-11-20,2025-11-20,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,301,1205.0,33088.55,12960.93,6510.56,969.11,712.36,632.87,21785.83,11302.72,Доставлен,1,1,1
LH-13774,2025-11-18,2025-11-20,2025-11-20,v1.5,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,422,2813.1,39785.99,16760.66,7831.7,1941.03,1069.24,885.19,28487.82,11298.17,Доставлен,1,1,1
LH-13775,2025-11-18,2025-11-20,2025-11-20,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,330,454.7,17012.27,4829.93,7961.45,653.84,618.36,357.97,14421.55,2590.72,Доставлен,1,1,1
LH-13776,2025-11-18,2025-11-21,2025-11-21,v1.5,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1166,4474.9,110782.58,51140.74,9998.05,3062.8,3561.61,889.15,68652.35,42130.23,Доставлен,1,1,1
LH-13777,2025-11-18,2025-11-21,,v1.5,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1108,5862.5,0.0,0.0,0.0,3835.13,0.0,1048.06,4883.19,-4883.19,Отменён,0,0,0
LH-13778,2025-11-18,2025-11-20,2025-11-20,v1.5,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,409,3189.3,47298.87,16299.85,7833.32,2156.09,1071.17,844.76,28205.19,19093.68,Доставлен,1,0,0
LH-13779,2025-11-19,2025-11-21,2025-11-21,v1.5,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,848,1496.7,37210.32,12223.0,7235.08,1078.17,1972.4,1139.4,23648.05,13562.27,Доставлен,1,1,1
LH-13780,2025-11-19,2025-11-22,2025-11-22,v1.5,ООО «МебельГрад»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,991,1196.7,36253.41,14731.21,11624.12,1113.07,2254.74,1067.27,30790.41,5463.0,Доставлен,1,1,1
LH-13781,2025-11-19,2025-11-23,2025-11-23,v1.5,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1306,5819.6,124720.85,59985.26,14126.81,3105.96,3007.18,550.54,80775.75,43945.1,Доставлен,1,1,1
LH-13782,2025-11-19,2025-11-22,2025-11-22,v1.5,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,911,7876.9,81917.86,35890.46,11898.92,4912.09,2476.29,905.47,56083.23,25834.63,Доставлен,1,1,1
LH-13783,2025-11-19,2025-11-21,2025-11-21,v1.5,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,304,447.1,41686.95,13306.22,6970.19,560.55,797.63,332.39,21966.98,19719.97,Доставлен,1,1,1
LH-13784,2025-11-19,2025-11-21,2025-11-21,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,318,1502.7,44387.06,13474.44,6505.91,1144.14,698.24,501.08,22323.81,22063.25,Доставлен,1,1,1
LH-13785,2025-11-19,2025-11-23,,v1.5,АО «СахалинСнаб»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1898,1250.3,0.0,0.0,0.0,857.23,0.0,509.84,1367.07,-1367.07,Отменён,0,0,0
LH-13786,2025-11-19,2025-11-22,2025-11-22,v1.5,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,801,417.5,101790.28,31182.08,10735.41,605.09,2403.87,1323.21,46249.66,55540.62,Доставлен,1,0,0
LH-13787,2025-11-19,2025-11-22,2025-11-22,v1.5,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,1157,1525.5,102918.92,42518.92,9939.02,972.16,3370.84,576.57,57377.51,45541.41,Доставлен,1,1,1
LH-13788,2025-11-19,2025-11-23,,v1.5,ООО «Модный Дом»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Фура,1862,4909.3,0.0,0.0,0.0,3333.94,0.0,481.44,3815.38,-3815.38,Отменён,0,0,0
LH-13789,2025-11-20,2025-11-23,2025-11-23,v1.5,ООО «МебельГрад»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1002,6178.4,75008.89,40497.4,10464.38,2906.59,1863.38,307.41,56039.16,18969.73,Доставлен,1,1,1
LH-13790,2025-11-20,2025-11-23,2025-11-23,v1.5,ООО «Модный Дом»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1204,800.6,147644.75,55388.39,11353.47,879.07,3091.6,1101.76,71814.29,75830.46,Доставлен,1,1,1
LH-13791,2025-11-20,2025-11-23,2025-11-23,v1.5,АО «СахалинСнаб»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1187,1819.1,96148.78,48666.77,11551.17,1455.73,3352.55,615.06,65641.28,30507.5,Доставлен,1,1,1
LH-13792,2025-11-20,2025-11-23,2025-11-23,v1.5,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,982,2691.9,87273.33,40564.75,9997.83,1677.86,1922.29,460.54,54623.27,32650.06,Доставлен,1,1,1
LH-13793,2025-11-20,2025-11-23,2025-11-23,v1.5,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,883,6006.0,73002.02,30523.69,10976.73,3475.02,1806.31,333.61,47115.36,25886.66,Доставлен,1,1,1
LH-13794,2025-11-20,2025-11-22,2025-11-22,v1.5,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,325,1557.3,31690.38,11751.1,6624.58,1007.35,764.62,375.63,20523.28,11167.1,Доставлен,1,1,1
LH-13795,2025-11-20,2025-11-22,2025-11-22,v1.5,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,333,1398.5,17340.05,4235.96,6980.7,1087.56,1015.55,419.4,13739.17,3600.88,Доставлен,1,1,1
LH-13796,2025-11-21,2025-11-23,2025-11-23,v1.5,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,309,2541.7,36576.35,11917.2,7548.72,1844.87,697.28,747.89,22755.96,13820.39,Доставлен,1,0,0
LH-13797,2025-11-21,2025-11-23,2025-11-23,v1.5,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,403,508.6,52562.41,15659.55,6719.26,635.28,1175.09,862.07,25051.25,27511.16,Доставлен,1,1,1
LH-13798,2025-11-21,2025-11-24,2025-11-27,v1.5,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1031,5766.6,118158.79,41361.09,22674.99,2467.9,2446.9,18792.06,87742.94,30415.85,Доставлен,0,1,0
LH-13799,2025-11-21,2025-11-25,2025-11-25,v1.5,ООО «ХабЭлектро»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1429,6730.0,103874.35,53834.73,14057.87,3737.83,3435.1,816.87,75882.4,27991.95,Доставлен,1,1,1
LH-13800,2025-11-21,2025-11-24,2025-11-24,v1.5,ООО «ДВ Логистик»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1273,974.3,51365.04,18582.38,10637.88,792.02,3869.78,1436.02,35318.08,16046.96,Доставлен,1,0,0
LH-13801,2025-11-21,2025-11-25,2025-11-25,v1.5,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Газель,1614,1337.9,55692.28,22137.71,15822.86,1033.17,3494.35,736.38,43224.47,12467.81,Доставлен,1,1,1
LH-13802,2025-11-21,2025-11-24,2025-11-25,v1.5,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,1175,910.8,55057.76,15736.78,15503.14,842.01,3051.01,3903.61,39036.55,16021.21,Доставлен,0,1,0
LH-13803,2025-11-21,2025-11-23,2025-11-23,v1.5,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Газель,881,1468.4,35936.83,12993.62,6903.72,1044.02,2166.83,353.18,23461.37,12475.46,Доставлен,1,0,0
LH-13804,2025-11-21,2025-11-23,2025-11-23,v1.5,АО «СахалинСнаб»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,568,1716.7,71813.29,23048.13,6677.72,1063.79,1251.34,466.6,32507.58,39305.71,Доставлен,1,1,1
LH-13805,2025-11-21,2025-11-25,2025-11-25,v1.5,ООО «ПримТорг»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1482,308.3,181606.87,59908.53,13636.91,548.84,3069.1,1268.51,78431.89,103174.98,Доставлен,1,1,1
LH-13806,2025-11-22,2025-11-26,2025-11-26,v1.5,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1501,2649.1,133598.29,62725.19,15383.43,1915.99,2750.85,1106.13,83881.59,49716.7,Доставлен,1,1,1
LH-13807,2025-11-22,2025-11-24,2025-11-24,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,344,7768.5,36181.26,11775.12,8180.31,3728.91,1027.1,508.37,25219.81,10961.45,Доставлен,1,1,1
LH-13808,2025-11-22,2025-11-24,2025-11-27,v1.5,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Газель,630,898.4,23265.15,8753.19,19583.02,743.24,1763.46,4807.48,35650.39,-12385.24,Доставлен,0,1,0
LH-13809,2025-11-22,2025-11-24,2025-11-24,v1.5,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Газель,361,531.0,17289.18,4688.32,8086.99,591.84,723.72,813.23,14904.1,2385.08,Доставлен,1,1,1
LH-13810,2025-11-22,2025-11-25,2025-11-25,v1.5,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1238,7236.8,104704.42,50425.81,11244.78,4555.98,2262.42,963.86,69452.85,35251.57,Доставлен,1,1,1
LH-13811,2025-11-22,2025-11-24,2025-11-24,v1.5,ООО «ПримТорг»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,552,301.4,61975.57,21300.8,8175.64,544.44,1105.86,1088.21,32214.95,29760.62,Доставлен,1,1,1
LH-13812,2025-11-23,2025-11-26,2025-11-26,v1.5,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,952,1571.7,80253.75,33180.82,9928.2,1138.42,2612.44,335.57,47195.45,33058.3,Доставлен,1,1,1
LH-13813,2025-11-23,2025-11-25,2025-11-25,v1.5,АО «СахалинСнаб»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Газель,522,337.3,27576.83,7199.39,7952.16,530.13,1368.01,816.2,17865.89,9710.94,Доставлен,1,1,1
LH-13814,2025-11-23,2025-11-26,,v1.5,ООО «ТехноДВ»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Газель,1357,1202.7,0.0,0.0,0.0,878.03,0.0,789.1,1667.13,-1667.13,Отменён,0,0,0
LH-13815,2025-11-24,2025-11-26,2025-11-26,v1.5,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,448,1201.0,19158.54,6150.03,7450.83,843.64,969.77,812.95,16227.22,2931.32,Доставлен,1,1,1
LH-13816,2025-11-24,2025-11-26,2025-11-26,v1.5,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,375,4863.3,40757.67,15578.01,8093.72,2394.09,850.89,623.02,27539.73,13217.94,Доставлен,1,1,1
LH-13817,2025-11-24,2025-11-27,2025-12-01,v1.5,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1019,5338.9,80815.42,37855.06,27344.95,2639.26,2823.98,17228.55,87891.8,-7076.38,Доставлен,0,1,0
LH-13818,2025-11-24,2025-11-26,2025-11-26,v1.5,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,470,6391.9,57942.71,19478.58,6792.29,3315.58,913.23,1157.36,31657.04,26285.67,Доставлен,1,1,1
LH-13819,2025-11-24,2025-11-28,2025-11-28,v1.5,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1452,576.0,170867.97,65237.63,15122.85,729.78,2684.04,677.3,84451.6,86416.37,Доставлен,1,1,1
LH-13820,2025-11-24,2025-11-26,2025-11-26,v1.5,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,388,4612.6,44113.18,15679.59,7713.82,2078.85,771.93,846.62,27090.81,17022.37,Доставлен,1,1,1
LH-13821,2025-11-24,2025-11-27,2025-11-27,v1.5,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Газель,1409,820.5,51749.69,21312.47,12443.91,806.58,3265.32,341.51,38169.79,13579.9,Доставлен,1,1,1
LH-13822,2025-11-24,2025-11-27,2025-11-27,v1.5,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1102,6340.0,111233.9,43009.98,11475.33,3220.5,2784.24,1179.73,61669.78,49564.12,Доставлен,1,1,1
LH-13823,2025-11-24,2025-11-27,2025-11-28,v1.5,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,993,9723.9,96236.51,36259.3,14862.23,4738.22,2243.36,5297.14,63400.25,32836.26,Доставлен,0,1,0
LH-13824,2025-11-24,2025-11-28,2025-11-28,v1.5,ООО «ДальФуд»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Фура,1671,2529.4,141115.52,57833.33,14406.03,1723.49,3023.1,1305.82,78291.77,62823.75,Доставлен,1,1,1
LH-13825,2025-11-25,2025-11-27,2025-11-27,v1.5,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,315,725.5,16011.07,4047.96,6747.62,820.19,680.68,659.47,12955.92,3055.15,Доставлен,1,0,0
LH-13826,2025-11-25,2025-11-27,,v1.5,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,813,892.4,0.0,0.0,0.0,744.07,0.0,310.2,1054.27,-1054.27,Отменён,0,0,0
LH-13827,2025-11-25,2025-11-27,2025-11-27,v1.5,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Газель,855,747.8,31516.93,12480.17,7985.4,826.89,1772.64,605.52,23670.62,7846.31,Доставлен,1,1,1
LH-13828,2025-11-25,2025-11-28,2025-11-28,v1.5,ООО «МебельГрад»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1317,902.4,60795.26,19348.66,10299.35,770.16,3655.11,735.33,34808.61,25986.65,Доставлен,1,1,1
LH-13829,2025-11-25,2025-11-28,2025-11-28,v1.5,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Фура,975,1621.5,103092.51,37328.29,10953.43,1348.28,2969.58,804.83,53404.41,49688.1,Доставлен,1,1,1
LH-13830,2025-11-25,2025-11-27,2025-11-29,v1.5,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,437,766.9,54172.74,19252.03,12940.08,755.56,984.4,5982.07,39914.14,14258.6,Доставлен,0,1,0
LH-13831,2025-11-25,2025-11-27,2025-11-27,v1.5,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,437,7878.9,41691.2,16039.06,6861.19,4056.46,1386.85,1226.19,29569.75,12121.45,Доставлен,1,1,1
LH-13832,2025-11-25,2025-11-27,2025-11-27,v1.5,ООО «ТехноДВ»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Мебель,Фура,439,1699.3,40352.67,16656.52,7823.03,1270.79,811.81,1308.28,27870.43,12482.24,Доставлен,1,1,1
LH-13833,2025-11-25,2025-11-27,2025-11-27,v1.5,ООО «ХабЭлектро»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Электроника,Газель,459,477.3,23149.31,5919.37,6554.0,629.48,912.85,1062.04,15077.74,8071.57,Доставлен,1,1,1
LH-13834,2025-11-26,2025-11-28,2025-11-28,v1.5,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Стройматериалы,Фура,570,10900.6,54746.78,22114.79,7513.49,4723.18,1502.02,513.4,36366.88,18379.9,Доставлен,1,1,1
LH-13835,2025-11-26,2025-11-28,2025-11-29,v1.5,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,382,8376.0,36400.17,15253.12,11601.78,3358.36,1213.8,3168.98,34596.04,1804.13,Доставлен,0,1,0
